C:\Users\Perseo\Documents\Anas_OK-ROAD\env1\Scripts\python.exe C:/Users/Perseo/Documents/Ciuffetti/Script_nuovi_dati_ML/clean_SVM.py
2023-05-16 17:50:49,921 - INFO - Function readdataset('C:\\Users\\Perseo\\Documents\\Ciuffetti\\Dataset_Parquets\\2022-05-01_seq_1',) {'whole': None} Took 0.2340 seconds
2023-05-16 17:50:50,046 - INFO - Function readdataset('C:\\Users\\Perseo\\Documents\\Ciuffetti\\Dataset_Parquets\\2022-05-02_seq_1',) {'whole': None} Took 0.1233 seconds
2023-05-16 17:50:50,140 - INFO - Function readdataset('C:\\Users\\Perseo\\Documents\\Ciuffetti\\Dataset_Parquets\\2022-05-03_seq_0',) {'whole': None} Took 0.1027 seconds
2023-05-16 17:50:50,265 - INFO - Function readdataset('C:\\Users\\Perseo\\Documents\\Ciuffetti\\Dataset_Parquets\\2022-05-03_seq_1',) {'whole': None} Took 0.1148 seconds
2023-05-16 17:50:50,374 - INFO - Function readdataset('C:\\Users\\Perseo\\Documents\\Ciuffetti\\Dataset_Parquets\\2022-05-03_seq_2',) {'whole': None} Took 0.1103 seconds
2023-05-16 17:50:50,484 - INFO - Function readdataset('C:\\Users\\Perseo\\Documents\\Ciuffetti\\Dataset_Parquets\\2022-05-04_seq_0',) {'whole': None} Took 0.1133 seconds
2023-05-16 17:50:50,593 - INFO - Function readdataset('C:\\Users\\Perseo\\Documents\\Ciuffetti\\Dataset_Parquets\\2022-05-05_seq_1',) {'whole': None} Took 0.1056 seconds
2023-05-16 17:50:50,703 - INFO - Function readdataset('C:\\Users\\Perseo\\Documents\\Ciuffetti\\Dataset_Parquets\\2022-05-05_seq_3',) {'whole': None} Took 0.1133 seconds
2023-05-16 17:50:50,812 - INFO - Function readdataset('C:\\Users\\Perseo\\Documents\\Ciuffetti\\Dataset_Parquets\\2022-05-06_seq_0',) {'whole': None} Took 0.1139 seconds
2023-05-16 17:50:50,937 - INFO - Function readdataset('C:\\Users\\Perseo\\Documents\\Ciuffetti\\Dataset_Parquets\\2022-05-06_seq_1',) {'whole': None} Took 0.1175 seconds
2023-05-16 17:50:51,046 - INFO - Function readdataset('C:\\Users\\Perseo\\Documents\\Ciuffetti\\Dataset_Parquets\\2022-05-06_seq_2',) {'whole': None} Took 0.1124 seconds
2023-05-16 17:50:51,156 - INFO - Function readdataset('C:\\Users\\Perseo\\Documents\\Ciuffetti\\Dataset_Parquets\\2022-05-07_seq_1',) {'whole': None} Took 0.1128 seconds
